"Game","Season","Team","Goals","Conference","Status","Win","Opponent","OpponentGoals","OpponentConference"
719,"20162017","Nebraska-Omaha",2,"NCHC","Home","Win","Miami",0,"NCHC"
719,"20162017","Miami",0,"NCHC","Away","Loss","Nebraska-Omaha",2,"NCHC"
720,"20162017","Western Michigan",3,"NCHC","Home","Win","Colorado College",0,"NCHC"
720,"20162017","Colorado College",0,"NCHC","Away","Loss","Western Michigan",3,"NCHC"
721,"20162017","Bowling Green",2,"WCHA","Home","Win","Alaska",1,"WCHA"
721,"20162017","Alaska",1,"WCHA","Away","Loss","Bowling Green",2,"WCHA"
722,"20162017","Bemidji State",5,"WCHA","Home","Win","Ferris State",1,"WCHA"
722,"20162017","Ferris State",1,"WCHA","Away","Loss","Bemidji State",5,"WCHA"
723,"20162017","Lake Superior",4,"WCHA","Home","Win","Alabama-Huntsville",1,"WCHA"
723,"20162017","Alabama-Huntsville",1,"WCHA","Away","Loss","Lake Superior",4,"WCHA"
724,"20162017","Michigan Tech",4,"WCHA","Home","Win","Minnesota State",0,"WCHA"
724,"20162017","Minnesota State",0,"WCHA","Away","Loss","Michigan Tech",4,"WCHA"
725,"20162017","Northern Michigan",4,"WCHA","Home","Win","Alaska-Anchorage",0,"WCHA"
725,"20162017","Alaska-Anchorage",0,"WCHA","Away","Loss","Northern Michigan",4,"WCHA"
726,"20162017","Canisius",4,"Atlantic Hockey","Home","Win","Niagara",1,"Atlantic Hockey"
726,"20162017","Niagara",1,"Atlantic Hockey","Away","Loss","Canisius",4,"Atlantic Hockey"
727,"20162017","Boston College",2,"Hockey East","Home","Win","Connecticut",1,"Hockey East"
727,"20162017","Connecticut",1,"Hockey East","Away","Loss","Boston College",2,"Hockey East"
728,"20162017","Merrimack",3,"Hockey East","Home","Win","Boston University",1,"Hockey East"
728,"20162017","Boston University",1,"Hockey East","Away","Loss","Merrimack",3,"Hockey East"
729,"20162017","Ohio State",1,"Big Ten","Home","Loss","Wisconsin",3,"Big Ten"
729,"20162017","Wisconsin",3,"Big Ten","Away","Win","Ohio State",1,"Big Ten"
730,"20162017","Air Force",3,"Atlantic Hockey","Home","Win","Army",1,"Atlantic Hockey"
730,"20162017","Army",1,"Atlantic Hockey","Away","Loss","Air Force",3,"Atlantic Hockey"
731,"20162017","American International",2,"Atlantic Hockey","Home","Loss","Canisius",4,"Atlantic Hockey"
731,"20162017","Canisius",4,"Atlantic Hockey","Away","Win","American International",2,"Atlantic Hockey"
732,"20162017","Holy Cross",4,"Atlantic Hockey","Home","Win","Robert Morris",3,"Atlantic Hockey"
732,"20162017","Robert Morris",3,"Atlantic Hockey","Away","Loss","Holy Cross",4,"Atlantic Hockey"
733,"20162017","Mercyhurst",3,"Atlantic Hockey","Home","Win","Niagara",2,"Atlantic Hockey"
733,"20162017","Niagara",2,"Atlantic Hockey","Away","Loss","Mercyhurst",3,"Atlantic Hockey"
734,"20162017","RIT",2,"Atlantic Hockey","Home","Loss","Bentley",3,"Atlantic Hockey"
734,"20162017","Bentley",3,"Atlantic Hockey","Away","Win","RIT",2,"Atlantic Hockey"
735,"20162017","Brown",3,"ECAC","Home","Loss","Yale",4,"ECAC"
735,"20162017","Yale",4,"ECAC","Away","Win","Brown",3,"ECAC"
736,"20162017","Clarkson",2,"ECAC","Home","Loss","Union",6,"ECAC"
736,"20162017","Union",6,"ECAC","Away","Win","Clarkson",2,"ECAC"
737,"20162017","Colgate",2,"ECAC","Home","Win","Dartmouth",1,"ECAC"
737,"20162017","Dartmouth",1,"ECAC","Away","Loss","Colgate",2,"ECAC"
738,"20162017","Cornell",1,"ECAC","Home","Loss","Harvard",4,"ECAC"
738,"20162017","Harvard",4,"ECAC","Away","Win","Cornell",1,"ECAC"
739,"20162017","St. Lawrence",2,"ECAC","Home","Win","Rensselaer",1,"ECAC"
739,"20162017","Rensselaer",1,"ECAC","Away","Loss","St. Lawrence",2,"ECAC"
740,"20162017","Boston University",1,"Hockey East","Home","Loss","Merrimack",4,"Hockey East"
740,"20162017","Merrimack",4,"Hockey East","Away","Win","Boston University",1,"Hockey East"
741,"20162017","Maine",4,"Hockey East","Home","Win","Massachusetts",1,"Hockey East"
741,"20162017","Massachusetts",1,"Hockey East","Away","Loss","Maine",4,"Hockey East"
742,"20162017","Connecticut",3,"Hockey East","Home","Win","Vermont",1,"Hockey East"
742,"20162017","Vermont",1,"Hockey East","Away","Loss","Connecticut",3,"Hockey East"
743,"20162017","Massachusetts-Lowell",3,"Hockey East","Home","Loss","Northeastern",4,"Hockey East"
743,"20162017","Northeastern",4,"Hockey East","Away","Win","Massachusetts-Lowell",3,"Hockey East"
744,"20162017","New Hampshire",0,"Hockey East","Home","Loss","Providence",3,"Hockey East"
744,"20162017","Providence",3,"Hockey East","Away","Win","New Hampshire",0,"Hockey East"
745,"20162017","Colorado College",2,"NCHC","Home","Loss","North Dakota",5,"NCHC"
745,"20162017","North Dakota",5,"NCHC","Away","Win","Colorado College",2,"NCHC"
746,"20162017","Denver",5,"NCHC","Home","Win","Nebraska-Omaha",3,"NCHC"
746,"20162017","Nebraska-Omaha",3,"NCHC","Away","Loss","Denver",5,"NCHC"
747,"20162017","Miami",1,"NCHC","Home","Loss","Western Michigan",2,"NCHC"
747,"20162017","Western Michigan",2,"NCHC","Away","Win","Miami",1,"NCHC"
748,"20162017","Ferris State",2,"WCHA","Home","Loss","Bowling Green",3,"WCHA"
748,"20162017","Bowling Green",3,"WCHA","Away","Win","Ferris State",2,"WCHA"
749,"20162017","Minnesota State",4,"WCHA","Home","Win","Lake Superior",2,"WCHA"
749,"20162017","Lake Superior",2,"WCHA","Away","Loss","Minnesota State",4,"WCHA"
750,"20162017","Alabama-Huntsville",2,"WCHA","Home","Loss","Michigan Tech",5,"WCHA"
750,"20162017","Michigan Tech",5,"WCHA","Away","Win","Alabama-Huntsville",2,"WCHA"
751,"20162017","Quinnipiac",5,"ECAC","Home","Win","Arizona State",2,"Independent"
751,"20162017","Arizona State",2,"Independent","Away","Loss","Quinnipiac",5,"ECAC"
752,"20162017","Bemidji State",1,"WCHA","Neutral","Loss","St. Cloud State",2,"NCHC"
752,"20162017","St. Cloud State",2,"NCHC","Neutral","Win","Bemidji State",1,"WCHA"
753,"20162017","Minnesota-Duluth",3,"NCHC","Neutral","Win","Minnesota",2,"Big Ten"
753,"20162017","Minnesota",2,"Big Ten","Neutral","Loss","Minnesota-Duluth",3,"NCHC"
754,"20162017","Air Force",3,"Atlantic Hockey","Home","Win","Army",2,"Atlantic Hockey"
754,"20162017","Army",2,"Atlantic Hockey","Away","Loss","Air Force",3,"Atlantic Hockey"
755,"20162017","American International",1,"Atlantic Hockey","Home","Loss","Canisius",6,"Atlantic Hockey"
755,"20162017","Canisius",6,"Atlantic Hockey","Away","Win","American International",1,"Atlantic Hockey"
756,"20162017","Holy Cross",0,"Atlantic Hockey","Home","Loss","Robert Morris",6,"Atlantic Hockey"
756,"20162017","Robert Morris",6,"Atlantic Hockey","Away","Win","Holy Cross",0,"Atlantic Hockey"
757,"20162017","Niagara",0,"Atlantic Hockey","Home","Loss","Mercyhurst",4,"Atlantic Hockey"
757,"20162017","Mercyhurst",4,"Atlantic Hockey","Away","Win","Niagara",0,"Atlantic Hockey"
758,"20162017","RIT",3,"Atlantic Hockey","Home","Loss","Bentley",6,"Atlantic Hockey"
758,"20162017","Bentley",6,"Atlantic Hockey","Away","Win","RIT",3,"Atlantic Hockey"
759,"20162017","Ohio State",2,"Big Ten","Neutral","Loss","Wisconsin",3,"Big Ten"
759,"20162017","Wisconsin",3,"Big Ten","Neutral","Win","Ohio State",2,"Big Ten"
760,"20162017","Clarkson",1,"ECAC","Home","Loss","Rensselaer",2,"ECAC"
760,"20162017","Rensselaer",2,"ECAC","Away","Win","Clarkson",1,"ECAC"
761,"20162017","Colgate",1,"ECAC","Home","Loss","Harvard",3,"ECAC"
761,"20162017","Harvard",3,"ECAC","Away","Win","Colgate",1,"ECAC"
762,"20162017","Cornell",2,"ECAC","Home","Loss","Dartmouth",4,"ECAC"
762,"20162017","Dartmouth",4,"ECAC","Away","Win","Cornell",2,"ECAC"
763,"20162017","St. Lawrence",4,"ECAC","Home","Win","Union",3,"ECAC"
763,"20162017","Union",3,"ECAC","Away","Loss","St. Lawrence",4,"ECAC"
764,"20162017","Yale",4,"ECAC","Home","Win","Brown",1,"ECAC"
764,"20162017","Brown",1,"ECAC","Away","Loss","Yale",4,"ECAC"
765,"20162017","Boston College",6,"Hockey East","Home","Win","Notre Dame",4,"Hockey East"
765,"20162017","Notre Dame",4,"Hockey East","Away","Loss","Boston College",6,"Hockey East"
766,"20162017","Boston University",4,"Hockey East","Home","Win","Massachusetts-Lowell",2,"Hockey East"
766,"20162017","Massachusetts-Lowell",2,"Hockey East","Away","Loss","Boston University",4,"Hockey East"
767,"20162017","Maine",2,"Hockey East","Home","Win","Massachusetts",1,"Hockey East"
767,"20162017","Massachusetts",1,"Hockey East","Away","Loss","Maine",2,"Hockey East"
768,"20162017","New Hampshire",2,"Hockey East","Home","Loss","Providence",3,"Hockey East"
768,"20162017","Providence",3,"Hockey East","Away","Win","New Hampshire",2,"Hockey East"
769,"20162017","Colorado College",3,"NCHC","Home","Win","North Dakota",0,"NCHC"
769,"20162017","North Dakota",0,"NCHC","Away","Loss","Colorado College",3,"NCHC"
770,"20162017","Denver",5,"NCHC","Home","Win","Nebraska-Omaha",0,"NCHC"
770,"20162017","Nebraska-Omaha",0,"NCHC","Away","Loss","Denver",5,"NCHC"
771,"20162017","Miami",4,"NCHC","Home","Win","Western Michigan",3,"NCHC"
771,"20162017","Western Michigan",3,"NCHC","Away","Loss","Miami",4,"NCHC"
772,"20162017","Ferris State",5,"WCHA","Home","Win","Bowling Green",0,"WCHA"
772,"20162017","Bowling Green",0,"WCHA","Away","Loss","Ferris State",5,"WCHA"
773,"20162017","Minnesota State",2,"WCHA","Home","Tie","Lake Superior",2,"WCHA"
773,"20162017","Lake Superior",2,"WCHA","Away","Tie","Minnesota State",2,"WCHA"
774,"20162017","Alabama-Huntsville",4,"WCHA","Home","Tie","Michigan Tech",4,"WCHA"
774,"20162017","Michigan Tech",4,"WCHA","Away","Tie","Alabama-Huntsville",4,"WCHA"
775,"20162017","Princeton",5,"ECAC","Neutral","Win","Penn State",4,"Big Ten"
775,"20162017","Penn State",4,"Big Ten","Neutral","Loss","Princeton",5,"ECAC"
776,"20162017","Quinnipiac",2,"ECAC","Home","Loss","Arizona State",4,"Independent"
776,"20162017","Arizona State",4,"Independent","Away","Win","Quinnipiac",2,"ECAC"
777,"20162017","Bemidji State",0,"WCHA","Neutral","Loss","Minnesota",4,"Big Ten"
777,"20162017","Minnesota",4,"Big Ten","Neutral","Win","Bemidji State",0,"WCHA"
778,"20162017","St. Cloud State",1,"NCHC","Neutral","Loss","Minnesota-Duluth",2,"NCHC"
778,"20162017","Minnesota-Duluth",2,"NCHC","Neutral","Win","St. Cloud State",1,"NCHC"
779,"20162017","Niagara",2,"Atlantic Hockey","Home","Loss","Canisius",5,"Atlantic Hockey"
779,"20162017","Canisius",5,"Atlantic Hockey","Away","Win","Niagara",2,"Atlantic Hockey"
780,"20162017","Massachusetts",5,"Hockey East","Home","Loss","Northeastern",6,"Hockey East"
780,"20162017","Northeastern",6,"Hockey East","Away","Win","Massachusetts",5,"Hockey East"
781,"20162017","American International",1,"Atlantic Hockey","Home","Loss","Holy Cross",3,"Atlantic Hockey"
781,"20162017","Holy Cross",3,"Atlantic Hockey","Away","Win","American International",1,"Atlantic Hockey"
782,"20162017","Bentley",1,"Atlantic Hockey","Home","Loss","Air Force",6,"Atlantic Hockey"
782,"20162017","Air Force",6,"Atlantic Hockey","Away","Win","Bentley",1,"Atlantic Hockey"
783,"20162017","Canisius",4,"Atlantic Hockey","Home","Win","Army",0,"Atlantic Hockey"
783,"20162017","Army",0,"Atlantic Hockey","Away","Loss","Canisius",4,"Atlantic Hockey"
784,"20162017","Holy Cross",8,"Atlantic Hockey","Home","Win","American International",2,"Atlantic Hockey"
784,"20162017","American International",2,"Atlantic Hockey","Away","Loss","Holy Cross",8,"Atlantic Hockey"
785,"20162017","Mercyhurst",2,"Atlantic Hockey","Home","Tie","Sacred Heart",2,"Atlantic Hockey"
785,"20162017","Sacred Heart",2,"Atlantic Hockey","Away","Tie","Mercyhurst",2,"Atlantic Hockey"
786,"20162017","Robert Morris",1,"Atlantic Hockey","Home","Loss","RIT",4,"Atlantic Hockey"
786,"20162017","RIT",4,"Atlantic Hockey","Away","Win","Robert Morris",1,"Atlantic Hockey"
787,"20162017","Michigan State",3,"Big Ten","Home","Loss","Wisconsin",6,"Big Ten"
787,"20162017","Wisconsin",6,"Big Ten","Away","Win","Michigan State",3,"Big Ten"
788,"20162017","Michigan",5,"Big Ten","Home","Win","Ohio State",4,"Big Ten"
788,"20162017","Ohio State",4,"Big Ten","Away","Loss","Michigan",5,"Big Ten"
789,"20162017","Minnesota",5,"Big Ten","Home","Win","Penn State",1,"Big Ten"
789,"20162017","Penn State",1,"Big Ten","Away","Loss","Minnesota",5,"Big Ten"
790,"20162017","Brown",0,"ECAC","Home","Loss","Quinnipiac",1,"ECAC"
790,"20162017","Quinnipiac",1,"ECAC","Away","Win","Brown",0,"ECAC"
791,"20162017","Harvard",5,"ECAC","Home","Win","Dartmouth",2,"ECAC"
791,"20162017","Dartmouth",2,"ECAC","Away","Loss","Harvard",5,"ECAC"
792,"20162017","Rensselaer",5,"ECAC","Home","Win","Colgate",2,"ECAC"
792,"20162017","Colgate",2,"ECAC","Away","Loss","Rensselaer",5,"ECAC"
793,"20162017","Union",3,"ECAC","Home","Loss","Cornell",5,"ECAC"
793,"20162017","Cornell",5,"ECAC","Away","Win","Union",3,"ECAC"
794,"20162017","Yale",2,"ECAC","Home","Loss","Princeton",4,"ECAC"
794,"20162017","Princeton",4,"ECAC","Away","Win","Yale",2,"ECAC"
795,"20162017","Boston University",3,"Hockey East","Home","Win","Massachusetts",1,"Hockey East"
795,"20162017","Massachusetts",1,"Hockey East","Away","Loss","Boston University",3,"Hockey East"
796,"20162017","Merrimack",2,"Hockey East","Home","Tie","Connecticut",2,"Hockey East"
796,"20162017","Connecticut",2,"Hockey East","Away","Tie","Merrimack",2,"Hockey East"
797,"20162017","Notre Dame",4,"Hockey East","Home","Tie","Vermont",4,"Hockey East"
797,"20162017","Vermont",4,"Hockey East","Away","Tie","Notre Dame",4,"Hockey East"
798,"20162017","Northeastern",4,"Hockey East","Home","Loss","Massachusetts-Lowell",6,"Hockey East"
798,"20162017","Massachusetts-Lowell",6,"Hockey East","Away","Win","Northeastern",4,"Hockey East"
799,"20162017","Providence",3,"Hockey East","Home","Win","Maine",2,"Hockey East"
799,"20162017","Maine",2,"Hockey East","Away","Loss","Providence",3,"Hockey East"
800,"20162017","New Hampshire",4,"Hockey East","Home","Loss","Boston College",6,"Hockey East"
800,"20162017","Boston College",6,"Hockey East","Away","Win","New Hampshire",4,"Hockey East"
801,"20162017","Minnesota-Duluth",2,"NCHC","Home","Tie","Nebraska-Omaha",2,"NCHC"
801,"20162017","Nebraska-Omaha",2,"NCHC","Away","Tie","Minnesota-Duluth",2,"NCHC"
802,"20162017","North Dakota",1,"NCHC","Home","Loss","St. Cloud State",3,"NCHC"
802,"20162017","St. Cloud State",3,"NCHC","Away","Win","North Dakota",1,"NCHC"
803,"20162017","Bowling Green",0,"WCHA","Home","Loss","Northern Michigan",3,"WCHA"
803,"20162017","Northern Michigan",3,"WCHA","Away","Win","Bowling Green",0,"WCHA"
804,"20162017","Bemidji State",4,"WCHA","Home","Win","Michigan Tech",2,"WCHA"
804,"20162017","Michigan Tech",2,"WCHA","Away","Loss","Bemidji State",4,"WCHA"
805,"20162017","Alaska-Anchorage",4,"WCHA","Home","Win","Minnesota State",3,"WCHA"
805,"20162017","Minnesota State",3,"WCHA","Away","Loss","Alaska-Anchorage",4,"WCHA"
806,"20162017","Alaska",3,"WCHA","Home","Win","Alabama-Huntsville",0,"WCHA"
806,"20162017","Alabama-Huntsville",0,"WCHA","Away","Loss","Alaska",3,"WCHA"
807,"20162017","Western Michigan",4,"NCHC","Home","Win","Arizona State",2,"Independent"
807,"20162017","Arizona State",2,"Independent","Away","Loss","Western Michigan",4,"NCHC"
808,"20162017","Bentley",1,"Atlantic Hockey","Home","Loss","Air Force",5,"Atlantic Hockey"
808,"20162017","Air Force",5,"Atlantic Hockey","Away","Win","Bentley",1,"Atlantic Hockey"
809,"20162017","Canisius",2,"Atlantic Hockey","Home","Tie","Army",2,"Atlantic Hockey"
809,"20162017","Army",2,"Atlantic Hockey","Away","Tie","Canisius",2,"Atlantic Hockey"
810,"20162017","Mercyhurst",3,"Atlantic Hockey","Home","Loss","Sacred Heart",4,"Atlantic Hockey"
810,"20162017","Sacred Heart",4,"Atlantic Hockey","Away","Win","Mercyhurst",3,"Atlantic Hockey"
811,"20162017","Robert Morris",3,"Atlantic Hockey","Home","Win","RIT",1,"Atlantic Hockey"
811,"20162017","RIT",1,"Atlantic Hockey","Away","Loss","Robert Morris",3,"Atlantic Hockey"
812,"20162017","Michigan State",3,"Big Ten","Home","Loss","Wisconsin",4,"Big Ten"
812,"20162017","Wisconsin",4,"Big Ten","Away","Win","Michigan State",3,"Big Ten"
813,"20162017","Michigan",5,"Big Ten","Home","Loss","Ohio State",6,"Big Ten"
813,"20162017","Ohio State",6,"Big Ten","Away","Win","Michigan",5,"Big Ten"
814,"20162017","Minnesota",5,"Big Ten","Home","Win","Penn State",2,"Big Ten"
814,"20162017","Penn State",2,"Big Ten","Away","Loss","Minnesota",5,"Big Ten"
815,"20162017","Brown",3,"ECAC","Home","Tie","Princeton",3,"ECAC"
815,"20162017","Princeton",3,"ECAC","Away","Tie","Brown",3,"ECAC"
816,"20162017","Clarkson",3,"ECAC","Home","Win","St. Lawrence",1,"ECAC"
816,"20162017","St. Lawrence",1,"ECAC","Away","Loss","Clarkson",3,"ECAC"
817,"20162017","Rensselaer",3,"ECAC","Home","Loss","Cornell",4,"ECAC"
817,"20162017","Cornell",4,"ECAC","Away","Win","Rensselaer",3,"ECAC"
818,"20162017","Union",3,"ECAC","Home","Win","Colgate",1,"ECAC"
818,"20162017","Colgate",1,"ECAC","Away","Loss","Union",3,"ECAC"
819,"20162017","Yale",2,"ECAC","Home","Loss","Quinnipiac",5,"ECAC"
819,"20162017","Quinnipiac",5,"ECAC","Away","Win","Yale",2,"ECAC"
820,"20162017","Notre Dame",4,"Hockey East","Home","Win","Vermont",1,"Hockey East"
820,"20162017","Vermont",1,"Hockey East","Away","Loss","Notre Dame",4,"Hockey East"
821,"20162017","Providence",5,"Hockey East","Home","Win","Maine",3,"Hockey East"
821,"20162017","Maine",3,"Hockey East","Away","Loss","Providence",5,"Hockey East"
822,"20162017","Connecticut",2,"Hockey East","Home","Tie","Merrimack",2,"Hockey East"
822,"20162017","Merrimack",2,"Hockey East","Away","Tie","Connecticut",2,"Hockey East"
823,"20162017","Massachusetts-Lowell",8,"Hockey East","Home","Win","New Hampshire",2,"Hockey East"
823,"20162017","New Hampshire",2,"Hockey East","Away","Loss","Massachusetts-Lowell",8,"Hockey East"
824,"20162017","Minnesota-Duluth",5,"NCHC","Home","Win","Nebraska-Omaha",0,"NCHC"
824,"20162017","Nebraska-Omaha",0,"NCHC","Away","Loss","Minnesota-Duluth",5,"NCHC"
825,"20162017","North Dakota",2,"NCHC","Home","Win","St. Cloud State",1,"NCHC"
825,"20162017","St. Cloud State",1,"NCHC","Away","Loss","North Dakota",2,"NCHC"
826,"20162017","Bowling Green",0,"WCHA","Home","Loss","Northern Michigan",2,"WCHA"
826,"20162017","Northern Michigan",2,"WCHA","Away","Win","Bowling Green",0,"WCHA"
827,"20162017","Bemidji State",3,"WCHA","Home","Win","Michigan Tech",0,"WCHA"
827,"20162017","Michigan Tech",0,"WCHA","Away","Loss","Bemidji State",3,"WCHA"
828,"20162017","Alaska-Anchorage",0,"WCHA","Home","Loss","Minnesota State",5,"WCHA"
828,"20162017","Minnesota State",5,"WCHA","Away","Win","Alaska-Anchorage",0,"WCHA"
829,"20162017","Alaska",1,"WCHA","Home","Loss","Alabama-Huntsville",4,"WCHA"
829,"20162017","Alabama-Huntsville",4,"WCHA","Away","Win","Alaska",1,"WCHA"
830,"20162017","Western Michigan",2,"NCHC","Home","Tie","Arizona State",2,"Independent"
830,"20162017","Arizona State",2,"Independent","Away","Tie","Western Michigan",2,"NCHC"
831,"20162017","Boston College",1,"Hockey East","Neutral","Loss","Boston University",3,"Hockey East"
831,"20162017","Boston University",3,"Hockey East","Neutral","Win","Boston College",1,"Hockey East"
832,"20162017","Harvard",4,"ECAC","Neutral","Win","Northeastern",3,"Hockey East"
832,"20162017","Northeastern",3,"Hockey East","Neutral","Loss","Harvard",4,"ECAC"
833,"20162017","Cornell",4,"ECAC","Home","Win","Colgate",0,"ECAC"
833,"20162017","Colgate",0,"ECAC","Away","Loss","Cornell",4,"ECAC"
834,"20162017","Connecticut",1,"Hockey East","Home","Loss","Providence",4,"Hockey East"
834,"20162017","Providence",4,"Hockey East","Away","Win","Connecticut",1,"Hockey East"
835,"20162017","Air Force",5,"Atlantic Hockey","Home","Win","American International",0,"Atlantic Hockey"
835,"20162017","American International",0,"Atlantic Hockey","Away","Loss","Air Force",5,"Atlantic Hockey"
836,"20162017","Army",6,"Atlantic Hockey","Home","Win","Niagara",1,"Atlantic Hockey"
836,"20162017","Niagara",1,"Atlantic Hockey","Away","Loss","Army",6,"Atlantic Hockey"
837,"20162017","RIT",0,"Atlantic Hockey","Home","Loss","Holy Cross",4,"Atlantic Hockey"
837,"20162017","Holy Cross",4,"Atlantic Hockey","Away","Win","RIT",0,"Atlantic Hockey"
838,"20162017","Robert Morris",0,"Atlantic Hockey","Home","Loss","Bentley",3,"Atlantic Hockey"
838,"20162017","Bentley",3,"Atlantic Hockey","Away","Win","Robert Morris",0,"Atlantic Hockey"
839,"20162017","Sacred Heart",2,"Atlantic Hockey","Home","Tie","Canisius",2,"Atlantic Hockey"
839,"20162017","Canisius",2,"Atlantic Hockey","Away","Tie","Sacred Heart",2,"Atlantic Hockey"
