"Game","Season","Team","Goals","Conference","Status","Win","Opponent","OpponentGoals","OpponentConference"
849,"20162017","Massachusetts",2,"Hockey East","Away","Loss","Northeastern",6,"Hockey East"
850,"20162017","Providence",4,"Hockey East","Home","Win","Connecticut",3,"Hockey East"
850,"20162017","Connecticut",3,"Hockey East","Away","Loss","Providence",4,"Hockey East"
851,"20162017","Massachusetts-Lowell",3,"Hockey East","Home","Win","Boston University",2,"Hockey East"
851,"20162017","Boston University",2,"Hockey East","Away","Loss","Massachusetts-Lowell",3,"Hockey East"
852,"20162017","Vermont",2,"Hockey East","Home","Loss","New Hampshire",4,"Hockey East"
852,"20162017","New Hampshire",4,"Hockey East","Away","Win","Vermont",2,"Hockey East"
853,"20162017","Denver",2,"NCHC","Home","Win","Colorado College",1,"NCHC"
853,"20162017","Colorado College",1,"NCHC","Away","Loss","Denver",2,"NCHC"
854,"20162017","St. Cloud State",4,"NCHC","Home","Win","Miami",2,"NCHC"
854,"20162017","Miami",2,"NCHC","Away","Loss","St. Cloud State",4,"NCHC"
855,"20162017","Nebraska-Omaha",6,"NCHC","Home","Loss","Western Michigan",7,"NCHC"
855,"20162017","Western Michigan",7,"NCHC","Away","Win","Nebraska-Omaha",6,"NCHC"
856,"20162017","Lake Superior",2,"WCHA","Home","Loss","Alaska-Anchorage",3,"WCHA"
856,"20162017","Alaska-Anchorage",3,"WCHA","Away","Win","Lake Superior",2,"WCHA"
857,"20162017","Michigan Tech",2,"WCHA","Home","Loss","Ferris State",3,"WCHA"
857,"20162017","Ferris State",3,"WCHA","Away","Win","Michigan Tech",2,"WCHA"
858,"20162017","Northern Michigan",3,"WCHA","Home","Win","Alaska",0,"WCHA"
858,"20162017","Alaska",0,"WCHA","Away","Loss","Northern Michigan",3,"WCHA"
859,"20162017","Alabama-Huntsville",2,"WCHA","Home","Loss","Bemidji State",3,"WCHA"
859,"20162017","Bemidji State",3,"WCHA","Away","Win","Alabama-Huntsville",2,"WCHA"
860,"20162017","Air Force",3,"Atlantic Hockey","Home","Tie","American International",3,"Atlantic Hockey"
860,"20162017","American International",3,"Atlantic Hockey","Away","Tie","Air Force",3,"Atlantic Hockey"
861,"20162017","Army",5,"Atlantic Hockey","Home","Win","Niagara",4,"Atlantic Hockey"
