"Team","Conference","Season","RPI","GP","G","GA","Sh","Sh.","ShA","SV.","PP.","PK.","SHG","SHGA","FO.","Age","Ht","Wt","SAT","SATA","CF.","USAT","USATA","FF.","ESSAT","ESSATA","ESCF.","ESUSAT","ESUSATA","ESFF.","PPSAT","PPSATA","PPCF.","PPUSAT","PPUSATA","PPFF.","CloseSAT","CloseSATA","CloseCF.","CloseUSAT","CloseUSATA","CloseFF."
"Wisconsin","WCHA",20082009,0.534,40,131,106,1383,9.5,1175,0.91,19.1,88.4,7,7,NA,28.3,71.8,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yale","ECAC",20082009,0.555,34,113,76,1148,9.8,907,0.916,17.7,89.8,9,3,NA,28.8,71.2,185.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Air Force","Atlantic Hockey",20092010,0.473,37,103,96,1245,8.3,1119,0.914,19.9,88.2,6,4,NA,27.1,71,153.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama-Huntsville","College Hockey America",20092010,0.467,33,73,89,800,9.1,1141,0.922,14.9,86.6,0,3,NA,29,71.6,185.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska","CCHA",20092010,0.53,39,108,93,1135,9.5,1069,0.913,19.2,84.3,1,1,NA,28.7,71.4,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska-Anchorage","WCHA",20092010,0.479,36,87,141,880,9.9,1017,0.861,13.1,79.5,7,14,NA,28.1,72.9,191.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American International","Atlantic Hockey",20092010,0.391,33,69,131,904,7.6,1192,0.89,11.5,80.8,6,6,NA,28.6,71.3,181.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Army","Atlantic Hockey",20092010,0.445,36,98,114,1133,8.6,1199,0.905,16.5,82.8,9,5,NA,27.9,71,186.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bemidji State","College Hockey America",20092010,0.543,37,128,87,1064,12,1019,0.915,18.8,85.2,5,3,NA,28.8,71,184.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bentley","Atlantic Hockey",20092010,0.437,35,94,123,896,10.5,1089,0.887,15.4,80.7,5,4,NA,28.8,71.2,181.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston College","Hockey East",20092010,0.562,42,171,104,1385,12.3,1112,0.906,21.2,84.3,7,3,NA,26.9,71.4,184.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston University","Hockey East",20092010,0.517,38,123,124,1246,9.9,1092,0.886,19.1,81,10,1,NA,27.5,72.7,191.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowling Green","CCHA",20092010,0.437,36,71,138,872,8.1,1218,0.887,11.7,74.9,0,5,NA,28.4,71.2,184.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown","ECAC",20092010,0.469,37,103,134,1046,9.8,1262,0.894,13.1,79.1,8,6,NA,28.1,72,187.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canisius","Atlantic Hockey",20092010,0.468,37,125,122,1155,10.8,1280,0.905,22,78.9,2,5,NA,28.1,70.7,184.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clarkson","ECAC",20092010,0.443,37,92,136,960,9.6,1269,0.893,16.8,76.9,4,4,NA,27.9,71.9,188.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colgate","ECAC",20092010,0.491,36,118,119,1100,10.7,1098,0.892,18.7,78.8,4,3,NA,27.11,72,188.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado College","WCHA",20092010,0.524,39,123,113,1181,10.4,1177,0.904,20.4,80.3,6,3,NA,27.6,72.1,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connecticut","Atlantic Hockey",20092010,0.401,37,59,135,844,7,1263,0.893,11.4,80.4,5,3,NA,28.6,71.7,186.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","ECAC",20092010,0.546,34,107,67,922,11.6,982,0.932,20.6,87.9,0,4,NA,27.8,72.6,187.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dartmouth","ECAC",20092010,0.456,32,96,115,1039,9.2,1095,0.895,17.9,75.7,4,3,NA,27.11,72.1,184.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver","WCHA",20092010,0.577,41,133,99,1287,10.3,1257,0.921,20.1,86.5,7,5,NA,27.1,72.2,186.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferris State","CCHA",20092010,0.533,40,118,92,1395,8.5,1145,0.92,19.2,88.4,6,5,NA,28.5,71.7,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harvard","ECAC",20092010,0.453,33,82,113,946,8.7,1159,0.903,17.2,79.5,1,4,NA,27.3,72.2,195.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holy Cross","Atlantic Hockey",20092010,0.442,37,87,102,1137,7.7,1032,0.901,16.1,83.2,3,7,NA,28.1,71.3,182.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Superior","CCHA",20092010,0.497,38,93,118,1201,7.7,1214,0.903,15.9,84.3,6,4,NA,28.1,72.4,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maine","Hockey East",20092010,0.521,39,143,130,1135,12.6,1110,0.883,27.7,80.1,5,5,NA,28.1,72,186.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts","Hockey East",20092010,0.511,36,105,117,1084,9.7,1089,0.893,20.1,77,2,5,NA,28.4,71.7,186.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts-Lowell","Hockey East",20092010,0.517,39,114,92,1132,10.1,1139,0.919,19.4,83.2,1,4,NA,28.7,71.1,186.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercyhurst","Atlantic Hockey",20092010,0.447,38,121,118,1143,10.6,1318,0.91,13.4,79.8,8,4,NA,29,71.5,186.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merrimack","Hockey East",20092010,0.503,37,109,116,1128,9.7,1152,0.899,21.1,81.2,0,5,NA,28.8,72,188.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","CCHA",20092010,0.579,44,147,86,1395,10.5,1090,0.921,18.1,86.2,7,3,NA,27.8,72.4,190.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan","CCHA",20092010,0.532,45,148,102,1536,9.6,1054,0.903,19.1,86,5,3,NA,27.2,71.8,188.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan State","CCHA",20092010,0.525,38,115,97,1051,10.9,1135,0.915,19.1,82.1,5,5,NA,27.6,72.2,183.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan Tech","WCHA",20092010,0.438,36,74,148,936,7.9,1339,0.889,15.7,71.8,4,9,NA,28.2,71.9,190.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","WCHA",20092010,0.519,39,106,110,1232,8.6,1160,0.905,18.3,82,5,5,NA,27.3,72.4,189.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota-Duluth","WCHA",20092010,0.533,40,126,109,1311,9.6,1098,0.901,23,82.7,4,6,NA,27.7,71.9,191.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota State","WCHA",20092010,0.504,39,110,112,1193,9.2,1181,0.905,18.4,81.9,6,4,NA,28.1,72.3,190.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nebraska-Omaha","CCHA",20092010,0.519,42,124,116,1346,9.2,1140,0.898,19.1,84,1,6,NA,28.11,71.8,189.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire","Hockey East",20092010,0.533,39,131,122,1170,11.2,1298,0.906,16.4,83.1,7,0,NA,27.7,71.8,189.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niagara","College Hockey America",20092010,0.462,36,107,118,1130,9.5,1191,0.901,16.4,80.6,8,3,NA,28,71.8,183.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Dakota","WCHA",20092010,0.562,43,140,91,1379,10.2,1034,0.912,20.6,87,7,3,NA,27.6,72.1,190.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northeastern","Hockey East",20092010,0.511,34,93,100,871,10.7,1080,0.907,18.4,79.1,4,4,NA,28.7,71.2,182.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Michigan","CCHA",20092010,0.535,41,124,104,1118,11.1,1362,0.924,19.9,83.1,4,3,NA,28.5,72.4,189.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notre Dame","CCHA",20092010,0.492,38,90,102,1128,8,1076,0.905,17.6,86.2,4,4,NA,27.8,71.6,192.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio State","CCHA",20092010,0.509,39,110,122,1188,9.3,1279,0.905,17.5,76.6,3,3,NA,27.11,72.3,191.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Princeton","ECAC",20092010,0.476,31,91,103,1114,8.2,956,0.892,18.6,76.4,3,6,NA,28.7,71.8,186.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Providence","Hockey East",20092010,0.469,34,68,99,1000,6.8,1164,0.915,15.7,84.4,0,3,NA,27.8,72.1,189.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quinnipiac","ECAC",20092010,0.497,40,123,114,1252,9.8,1175,0.903,21.9,84.5,4,6,NA,28.2,71.5,180.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rensselaer","ECAC",20092010,0.495,39,109,108,1027,10.6,1092,0.901,18.3,82.1,5,5,NA,27.1,72.1,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIT","Atlantic Hockey",20092010,0.517,41,145,90,1405,10.3,1104,0.918,21.3,83.8,5,6,NA,28.9,71.4,183.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Morris","College Hockey America",20092010,0.461,35,94,121,1031,9.1,1262,0.904,12.3,77,4,5,NA,28.3,71.8,184.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacred Heart","Atlantic Hockey",20092010,0.495,38,131,123,1241,10.6,1267,0.903,18.9,78.5,1,8,NA,28.11,71.3,183.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Cloud State","WCHA",20092010,0.55,43,138,122,1172,11.8,1408,0.913,18.9,80.6,10,4,NA,28.3,71.7,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Lawrence","ECAC",20092010,0.501,42,118,121,1188,9.9,1250,0.903,18.8,79.3,6,0,NA,28.9,71.7,187.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","ECAC",20092010,0.523,39,134,100,1306,10.3,1103,0.909,19,78.6,4,5,NA,28.1,72,185.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermont","Hockey East",20092010,0.526,39,113,112,1101,10.3,1137,0.901,16.1,80.2,1,1,NA,28.1,72.6,194.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Michigan","CCHA",20092010,0.467,36,76,104,900,8.4,1300,0.92,13.3,81.4,1,4,NA,28.1,71.4,186.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wisconsin","WCHA",20092010,0.568,43,171,111,1530,11.2,1134,0.902,20.7,84.9,5,6,NA,27.8,71.8,187.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yale","ECAC",20092010,0.537,34,141,105,1353,10.4,915,0.885,23.9,82.8,4,7,NA,28,71.3,183.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Air Force","Atlantic Hockey",20102011,0.512,38,137,115,1318,10.4,1151,0.9,24,77.1,5,4,NA,27.2,71.4,168.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama-Huntsville","Independent",20102011,0.406,32,61,129,689,8.9,1157,0.889,18.3,79.6,0,5,NA,27.4,72.1,187.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska","CCHA",20102011,0.509,38,89,91,1069,8.3,1053,0.914,14.6,84.1,4,3,NA,28,71.3,190.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska-Anchorage","WCHA",20102011,0.514,37,89,106,925,9.6,968,0.89,15.1,84.3,8,4,NA,27.8,72.3,188.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American International","Atlantic Hockey",20102011,0.41,33,85,140,928,9.2,1266,0.889,17.7,76.9,4,6,NA,27.1,71.8,181.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Army","Atlantic Hockey",20102011,0.439,35,86,115,1025,8.4,1176,0.902,17.9,87.2,6,4,NA,27.6,71,187.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bemidji State","WCHA",20102011,0.506,38,89,102,951,9.4,1146,0.911,20.5,79.2,3,3,NA,28,71,184.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bentley","Atlantic Hockey",20102011,0.439,34,86,117,1017,8.5,1127,0.896,8.4,83.1,4,7,NA,27.4,71.3,182.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston College","Hockey East",20102011,0.582,39,153,94,1334,11.5,1119,0.916,23.4,85.8,13,4,NA,26.2,71.9,186.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston University","Hockey East",20102011,0.528,39,116,112,1214,9.6,1322,0.915,14.9,86.6,6,7,NA,26.5,72.6,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowling Green","CCHA",20102011,0.448,41,74,123,922,8,1237,0.901,10.3,81.6,1,5,NA,27.1,71.8,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown","ECAC",20102011,0.481,31,83,107,905,9.2,1001,0.893,14.9,78.5,5,4,NA,26.8,71.8,186.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canisius","Atlantic Hockey",20102011,0.463,38,110,135,1042,10.6,1435,0.906,15.8,79.4,6,7,NA,27.4,71.4,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clarkson","ECAC",20102011,0.483,36,98,117,1097,8.9,1260,0.907,11.8,84.5,6,4,NA,26.11,72.2,191.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colgate","ECAC",20102011,0.454,42,107,142,1274,8.4,1308,0.891,13.7,78.6,1,7,NA,26.11,71.8,185.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado College","WCHA",20102011,0.526,45,143,131,1328,10.8,1339,0.902,23.1,83.1,5,11,NA,26.3,71.4,185.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connecticut","Atlantic Hockey",20102011,0.465,37,114,133,1042,10.9,1348,0.901,17.2,81.2,3,8,NA,27.9,72.1,187.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","ECAC",20102011,0.508,34,86,88,856,10,1037,0.915,16.2,84.8,4,2,NA,26.7,72.7,188.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dartmouth","ECAC",20102011,0.528,34,111,87,1046,10.6,996,0.913,19.4,83.7,5,2,NA,27.4,72.2,184.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver","WCHA",20102011,0.556,42,136,113,1210,11.2,1243,0.909,18.6,85.8,9,8,NA,26.8,71.3,184.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferris State","CCHA",20102011,0.508,39,94,86,1145,8.2,1031,0.917,16.2,88.6,8,1,NA,27.4,72.3,190.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harvard","ECAC",20102011,0.471,34,77,98,973,7.9,1108,0.912,19.4,81.7,3,1,NA,26.8,72.3,195.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holy Cross","Atlantic Hockey",20102011,0.478,38,128,118,1243,10.3,1084,0.891,24.1,80,4,2,NA,27.5,71.9,186.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Superior","CCHA",20102011,0.495,39,93,115,1121,8.3,1249,0.908,17.8,80.9,2,6,NA,27.6,72.2,190.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maine","Hockey East",20102011,0.525,36,122,105,1266,9.6,908,0.884,19.4,83.4,6,9,NA,27.2,71.6,184.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts","Hockey East",20102011,0.443,35,88,122,1000,8.8,1173,0.896,12.5,77.8,0,5,NA,26.9,71.5,183.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts-Lowell","Hockey East",20102011,0.426,34,83,136,951,8.7,1198,0.886,18.5,76,5,9,NA,27.1,71.5,187.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercyhurst","Atlantic Hockey",20102011,0.47,37,131,112,1282,10.2,1289,0.913,18.3,81.9,6,5,NA,27.6,72.1,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merrimack","Hockey East",20102011,0.552,39,143,97,1301,11,1106,0.912,22.8,84.5,9,3,NA,27.9,72.1,188.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","CCHA",20102011,0.562,39,146,85,1153,12.7,900,0.906,24.7,88.3,8,6,NA,27.3,72.6,188.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan","CCHA",20102011,0.556,44,146,98,1406,10.4,1288,0.924,17.7,83.7,8,5,NA,26.3,71.7,189.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan State","CCHA",20102011,0.492,38,98,107,1080,9.1,1168,0.908,16.3,78.8,2,5,NA,26.9,72,181.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan Tech","WCHA",20102011,0.427,38,75,169,947,7.9,1397,0.879,15.4,74.5,5,11,NA,27.3,72.3,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","WCHA",20102011,0.518,36,113,102,1166,9.7,1165,0.912,20.9,77.4,4,2,NA,26.7,72.3,188.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota-Duluth","WCHA",20102011,0.548,42,143,108,1343,10.6,1162,0.907,22.8,82.6,7,3,NA,26.1,71.8,189.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota State","WCHA",20102011,0.498,38,105,116,1256,8.4,1177,0.901,14.4,81.2,3,5,NA,27.6,72.6,191.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nebraska-Omaha","WCHA",20102011,0.533,39,128,99,1359,9.4,1093,0.909,17,83.4,6,1,NA,27.6,73.3,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire","Hockey East",20102011,0.543,39,131,98,1227,10.7,1243,0.921,19,82.7,3,8,NA,26.11,72.2,190.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niagara","Atlantic Hockey",20102011,0.497,35,124,120,1356,9.1,1078,0.889,22.4,81.6,8,5,NA,27.3,71.9,181.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
