Game,Season,Team,Win,Goals,Status,Opponent,OpponentGoals
937,20172018,Princeton,Loss,1,Home,Union,4
937,20172018,Union,Win,4,Away,Princeton,1
938,20172018,Quinnipiac,Win,4,Home,Rensselaer,1
938,20172018,Rensselaer,Loss,1,Away,Quinnipiac,4
939,20172018,Merrimack,Loss,1,Home,Boston University,3
939,20172018,Boston University,Win,3,Away,Merrimack,1
940,20172018,Maine,Loss,0,Home,Boston College,5
940,20172018,Boston College,Win,5,Away,Maine,0
941,20172018,Massachusetts-Lowell,Loss,1,Home,Providence,3
941,20172018,Providence,Win,3,Away,Massachusetts-Lowell,1
942,20172018,Vermont,Loss,1,Home,Northeastern,4
942,20172018,Northeastern,Win,4,Away,Vermont,1
943,20172018,Denver,Loss,0,Home,Colorado College,1
943,20172018,Colorado College,Win,1,Away,Denver,0
944,20172018,Minnesota-Duluth,Win,3,Home,Miami,0
944,20172018,Miami,Loss,0,Away,Minnesota-Duluth,3
945,20172018,Nebraska-Omaha,Loss,0,Home,North Dakota,3
945,20172018,North Dakota,Win,3,Away,Nebraska-Omaha,0
946,20172018,Western Michigan,Loss,2,Home,St. Cloud State,4
946,20172018,St. Cloud State,Win,4,Away,Western Michigan,2
947,20172018,Minnesota State,Win,4,Home,Ferris State,2
947,20172018,Ferris State,Loss,2,Away,Minnesota State,4
948,20172018,Michigan Tech,Win,5,Home,Arizona State,3
948,20172018,Arizona State,Loss,3,Away,Michigan Tech,5
949,20172018,Sacred Heart,Win,5,Home,RIT,3
949,20172018,RIT,Loss,3,Away,Sacred Heart,5
950,20172018,Michigan,Win,1,Home,Notre Dame,0
950,20172018,Notre Dame,Loss,0,Away,Michigan,1
951,20172018,Holy Cross,Win,2,Home,American International,0
951,20172018,American International,Loss,0,Away,Holy Cross,2
952,20172018,Connecticut,Loss,2,Home,Massachusetts,3
952,20172018,Massachusetts,Win,3,Away,Connecticut,2
953,20172018,Army,Win,6,Home,Sacred Heart,0
953,20172018,Sacred Heart,Loss,0,Away,Army,6
954,20172018,Canisius,Win,2,Home,Niagara,1
954,20172018,Niagara,Loss,1,Away,Canisius,2
955,20172018,RIT,Loss,3,Home,Mercyhurst,4
955,20172018,Mercyhurst,Win,4,Away,RIT,3
956,20172018,Robert Morris,Loss,0,Home,Air Force,1
956,20172018,Air Force,Win,1,Away,Robert Morris,0
957,20172018,Notre Dame,Win,6,Home,Michigan State,3
957,20172018,Michigan State,Loss,3,Away,Notre Dame,6
958,20172018,Ohio State,Win,6,Home,Wisconsin,2
958,20172018,Wisconsin,Loss,2,Away,Ohio State,6
959,20172018,Penn State,Win,5,Home,Minnesota,1
959,20172018,Minnesota,Loss,1,Away,Penn State,5
960,20172018,Brown,Win,6,Home,Harvard,4
960,20172018,Harvard,Loss,4,Away,Brown,6
961,20172018,Clarkson,Tie,3,Home,Princeton,3
961,20172018,Princeton,Tie,3,Away,Clarkson,3
962,20172018,Rensselaer,Loss,2,Home,Cornell,4
962,20172018,Cornell,Win,4,Away,Rensselaer,2
963,20172018,St. Lawrence,Loss,2,Home,Quinnipiac,3
963,20172018,Quinnipiac,Win,3,Away,St. Lawrence,2
964,20172018,Union,Tie,1,Home,Colgate,1
964,20172018,Colgate,Tie,1,Away,Union,1
965,20172018,Yale,Loss,4,Home,Dartmouth,6
965,20172018,Dartmouth,Win,6,Away,Yale,4
966,20172018,Boston College,Win,6,Home,Maine,3
966,20172018,Maine,Loss,3,Away,Boston College,6
967,20172018,Boston University,Win,2,Home,Vermont,0
967,20172018,Vermont,Loss,0,Away,Boston University,2
968,20172018,Merrimack,Win,4,Home,Massachusetts-Lowell,1
968,20172018,Massachusetts-Lowell,Loss,1,Away,Merrimack,4
969,20172018,Northeastern,Win,8,Home,New Hampshire,0
969,20172018,New Hampshire,Loss,0,Away,Northeastern,8
970,20172018,Miami,Win,4,Home,North Dakota,3
970,20172018,North Dakota,Loss,3,Away,Miami,4
971,20172018,St. Cloud State,Tie,1,Home,Denver,1
971,20172018,Denver,Tie,1,Away,St. Cloud State,1
972,20172018,Nebraska-Omaha,Win,4,Home,Colorado College,2
972,20172018,Colorado College,Loss,2,Away,Nebraska-Omaha,4
973,20172018,Western Michigan,Loss,0,Home,Minnesota-Duluth,8
973,20172018,Minnesota-Duluth,Win,8,Away,Western Michigan,0
974,20172018,Ferris State,Win,4,Home,Lake Superior,1
974,20172018,Lake Superior,Loss,1,Away,Ferris State,4
975,20172018,Minnesota State,Win,2,Home,Bemidji State,1
975,20172018,Bemidji State,Loss,1,Away,Minnesota State,2
976,20172018,Northern Michigan,Win,2,Home,Michigan Tech,1
976,20172018,Michigan Tech,Loss,1,Away,Northern Michigan,2
977,20172018,Alaska,Loss,3,Home,Alaska-Anchorage,5
977,20172018,Alaska-Anchorage,Win,5,Away,Alaska,3
978,20172018,Alabama-Huntsville,Win,3,Home,Bowling Green,2
978,20172018,Bowling Green,Loss,2,Away,Alabama-Huntsville,3
979,20172018,Michigan,Win,5,Home,Arizona State,3
979,20172018,Arizona State,Loss,3,Away,Michigan,5
980,20172018,Army,Win,4,Home,Sacred Heart,3
980,20172018,Sacred Heart,Loss,3,Away,Army,4
981,20172018,Bentley,Loss,2,Home,American International,3
981,20172018,American International,Win,3,Away,Bentley,2
982,20172018,Niagara,Loss,2,Home,Canisius,3
982,20172018,Canisius,Win,3,Away,Niagara,2
983,20172018,RIT,Loss,3,Home,Mercyhurst,4
983,20172018,Mercyhurst,Win,4,Away,RIT,3
984,20172018,Robert Morris,Tie,2,Home,Air Force,2
984,20172018,Air Force,Tie,2,Away,Robert Morris,2
985,20172018,Notre Dame,Loss,3,Home,Michigan State,4
985,20172018,Michigan State,Win,4,Away,Notre Dame,3
986,20172018,Ohio State,Win,4,Home,Wisconsin,0
986,20172018,Wisconsin,Loss,0,Away,Ohio State,4
987,20172018,Penn State,Win,5,Home,Minnesota,2
987,20172018,Minnesota,Loss,2,Away,Penn State,5
988,20172018,Brown,Win,3,Home,Dartmouth,0
988,20172018,Dartmouth,Loss,0,Away,Brown,3
989,20172018,Clarkson,Win,4,Home,Quinnipiac,2
989,20172018,Quinnipiac,Loss,2,Away,Clarkson,4
990,20172018,Rensselaer,Loss,2,Home,Colgate,5
990,20172018,Colgate,Win,5,Away,Rensselaer,2
991,20172018,St. Lawrence,Loss,3,Home,Princeton,4
991,20172018,Princeton,Win,4,Away,St. Lawrence,3
992,20172018,Union,Win,4,Home,Cornell,3
992,20172018,Cornell,Loss,3,Away,Union,4
993,20172018,Yale,Win,2,Home,Harvard,1
993,20172018,Harvard,Loss,1,Away,Yale,2
994,20172018,Boston College,Win,2,Home,Maine,1
994,20172018,Maine,Loss,1,Away,Boston College,2
995,20172018,Boston University,Tie,1,Home,Vermont,1
995,20172018,Vermont,Tie,1,Away,Boston University,1
996,20172018,Massachusetts,Win,1,Home,Providence,0
996,20172018,Providence,Loss,0,Away,Massachusetts,1
997,20172018,Massachusetts-Lowell,Win,5,Home,Merrimack,0
997,20172018,Merrimack,Loss,0,Away,Massachusetts-Lowell,5
998,20172018,New Hampshire,Loss,0,Home,Northeastern,4
998,20172018,Northeastern,Win,4,Away,New Hampshire,0
999,20172018,Miami,Tie,2,Home,North Dakota,2
999,20172018,North Dakota,Tie,2,Away,Miami,2
1000,20172018,St. Cloud State,Win,4,Home,Denver,2
1000,20172018,Denver,Loss,2,Away,St. Cloud State,4
1001,20172018,Nebraska-Omaha,Tie,2,Home,Colorado College,2
1001,20172018,Colorado College,Tie,2,Away,Nebraska-Omaha,2
1002,20172018,Western Michigan,Loss,1,Home,Minnesota-Duluth,6
1002,20172018,Minnesota-Duluth,Win,6,Away,Western Michigan,1
1003,20172018,Ferris State,Win,4,Home,Lake Superior,2
1003,20172018,Lake Superior,Loss,2,Away,Ferris State,4
1004,20172018,Minnesota State,Tie,2,Home,Bemidji State,2
1004,20172018,Bemidji State,Tie,2,Away,Minnesota State,2
1005,20172018,Michigan Tech,Win,3,Home,Northern Michigan,2
1005,20172018,Northern Michigan,Loss,2,Away,Michigan Tech,3
1006,20172018,Alaska,Loss,2,Home,Alaska-Anchorage,3
1006,20172018,Alaska-Anchorage,Win,3,Away,Alaska,2
1007,20172018,Alabama-Huntsville,Loss,0,Home,Bowling Green,3
1007,20172018,Bowling Green,Win,3,Away,Alabama-Huntsville,0
1008,20172018,Michigan,Win,5,Home,Arizona State,3
1008,20172018,Arizona State,Loss,3,Away,Michigan,5
1009,20172018,Massachusetts,Win,3,Home,Vermont,2
1009,20172018,Vermont,Loss,2,Away,Massachusetts,3
1010,20172018,American International,Win,4,Home,Niagara,1
1010,20172018,Niagara,Loss,1,Away,American International,4
1011,20172018,RIT,Win,5,Home,Sacred Heart,4
1011,20172018,Sacred Heart,Loss,4,Away,RIT,5
1012,20172018,Robert Morris,Win,3,Home,Bentley,1
1012,20172018,Bentley,Loss,1,Away,Robert Morris,3
1013,20172018,Ohio State,Win,6,Home,Michigan State,2
1013,20172018,Michigan State,Loss,2,Away,Ohio State,6
1014,20172018,Penn State,Win,5,Home,Minnesota,3
1014,20172018,Minnesota,Loss,3,Away,Penn State,5
1015,20172018,Michigan,Win,6,Home,Wisconsin,5
1015,20172018,Wisconsin,Loss,5,Away,Michigan,6
1016,20172018,Colgate,Win,3,Home,Rensselaer,1
1016,20172018,Rensselaer,Loss,1,Away,Colgate,3
1017,20172018,Dartmouth,Win,2,Home,St. Lawrence,1
1017,20172018,St. Lawrence,Loss,1,Away,Dartmouth,2
1018,20172018,Princeton,Win,8,Home,Brown,2
1018,20172018,Brown,Loss,2,Away,Princeton,8
1019,20172018,Yale,Loss,1,Home,Quinnipiac,5
1019,20172018,Quinnipiac,Win,5,Away,Yale,1
1020,20172018,Maine,Win,4,Home,New Hampshire,1
1020,20172018,New Hampshire,Loss,1,Away,Maine,4
1021,20172018,Massachusetts,Loss,3,Home,Vermont,4
1021,20172018,Vermont,Win,4,Away,Massachusetts,3
1022,20172018,Massachusetts-Lowell,Loss,1,Home,Merrimack,2
1022,20172018,Merrimack,Win,2,Away,Massachusetts-Lowell,1
1023,20172018,Colorado College,Win,2,Home,Western Michigan,1
1023,20172018,Western Michigan,Loss,1,Away,Colorado College,2
1024,20172018,Denver,Win,6,Home,Miami,3
1024,20172018,Miami,Loss,3,Away,Denver,6
1025,20172018,Minnesota-Duluth,Loss,1,Home,Nebraska-Omaha,4
1025,20172018,Nebraska-Omaha,Win,4,Away,Minnesota-Duluth,1
1026,20172018,North Dakota,Loss,3,Home,St. Cloud State,4
1026,20172018,St. Cloud State,Win,4,Away,North Dakota,3
1027,20172018,Bowling Green,Win,2,Home,Ferris State,1
1027,20172018,Ferris State,Loss,1,Away,Bowling Green,2
1028,20172018,Bemidji State,Loss,3,Home,Michigan Tech,5
1028,20172018,Michigan Tech,Win,5,Away,Bemidji State,3
1029,20172018,Minnesota State,Win,8,Home,Alaska,2
1029,20172018,Alaska,Loss,2,Away,Minnesota State,8
1030,20172018,Northern Michigan,Win,7,Home,Alabama-Huntsville,1
1030,20172018,Alabama-Huntsville,Loss,1,Away,Northern Michigan,7
1031,20172018,American International,Win,4,Home,Niagara,3
1031,20172018,Niagara,Loss,3,Away,American International,4
1032,20172018,RIT,Loss,3,Home,Sacred Heart,4
1032,20172018,Sacred Heart,Win,4,Away,RIT,3
1033,20172018,Robert Morris,Loss,3,Home,Bentley,4
1033,20172018,Bentley,Win,4,Away,Robert Morris,3
1034,20172018,Ohio State,Win,4,Home,Michigan State,3
1034,20172018,Michigan State,Loss,3,Away,Ohio State,4
1035,20172018,Penn State,Win,6,Home,Minnesota,5
1035,20172018,Minnesota,Loss,5,Away,Penn State,6
1036,20172018,Michigan,Win,7,Home,Wisconsin,4
1036,20172018,Wisconsin,Loss,4,Away,Michigan,7
1037,20172018,Colgate,Loss,0,Home,Rensselaer,1
1037,20172018,Rensselaer,Win,1,Away,Colgate,0
1038,20172018,Dartmouth,Loss,2,Home,St. Lawrence,4
1038,20172018,St. Lawrence,Win,4,Away,Dartmouth,2
1039,20172018,Princeton,Win,7,Home,Brown,1
1039,20172018,Brown,Loss,1,Away,Princeton,7
1040,20172018,Yale,Loss,1,Home,Quinnipiac,4
1040,20172018,Quinnipiac,Win,4,Away,Yale,1
1041,20172018,Maine,Win,3,Home,New Hampshire,2
1041,20172018,New Hampshire,Loss,2,Away,Maine,3
1042,20172018,Massachusetts-Lowell,Loss,2,Home,Merrimack,3
1042,20172018,Merrimack,Win,3,Away,Massachusetts-Lowell,2
1043,20172018,Colorado College,Loss,2,Home,Western Michigan,8
1043,20172018,Western Michigan,Win,8,Away,Colorado College,2
1044,20172018,Denver,Tie,3,Home,Miami,3
1044,20172018,Miami,Tie,3,Away,Denver,3
1045,20172018,Minnesota-Duluth,Win,4,Home,Nebraska-Omaha,1
1045,20172018,Nebraska-Omaha,Loss,1,Away,Minnesota-Duluth,4
1046,20172018,North Dakota,Tie,2,Home,St. Cloud State,2
1046,20172018,St. Cloud State,Tie,2,Away,North Dakota,2
1047,20172018,Bowling Green,Win,5,Home,Ferris State,2
1047,20172018,Ferris State,Loss,2,Away,Bowling Green,5
1048,20172018,Bemidji State,Loss,4,Home,Michigan Tech,5
1048,20172018,Michigan Tech,Win,5,Away,Bemidji State,4
1049,20172018,Minnesota State,Win,6,Home,Alaska,2
1049,20172018,Alaska,Loss,2,Away,Minnesota State,6
1050,20172018,Northern Michigan,Loss,2,Home,Alabama-Huntsville,3
1050,20172018,Alabama-Huntsville,Win,3,Away,Northern Michigan,2
1051,20172018,RIT,Loss,0,Home,Sacred Heart,2
1051,20172018,Sacred Heart,Win,2,Away,RIT,0
1052,20172018,Robert Morris,Win,3,Home,Bentley,2
1052,20172018,Bentley,Loss,2,Away,Robert Morris,3
1053,20172018,Colgate,Win,2,Home,Rensselaer,0
1053,20172018,Rensselaer,Loss,0,Away,Colgate,2
1054,20172018,Dartmouth,Win,2,Home,St. Lawrence,1
1054,20172018,St. Lawrence,Loss,1,Away,Dartmouth,2
1055,20172018,Massachusetts,Win,5,Home,Vermont,1
1055,20172018,Vermont,Loss,1,Away,Massachusetts,5
1056,20172018,Northern Michigan,Win,5,Home,Alabama-Huntsville,2
1056,20172018,Alabama-Huntsville,Loss,2,Away,Northern Michigan,5
1057,20172018,Army,Loss,3,Home,Air Force,5
1057,20172018,Air Force,Win,5,Away,Army,3
1058,20172018,Canisius,Win,8,Home,American International,1
1058,20172018,American International,Loss,1,Away,Canisius,8
1059,20172018,Holy Cross,Loss,1,Home,Robert Morris,4
1059,20172018,Robert Morris,Win,4,Away,Holy Cross,1
1060,20172018,Mercyhurst,Win,4,Home,Sacred Heart,2
1060,20172018,Sacred Heart,Loss,2,Away,Mercyhurst,4
1061,20172018,Clarkson,Loss,1,Home,Colgate,2
1061,20172018,Colgate,Win,2,Away,Clarkson,1
1062,20172018,Cornell,Win,9,Home,Quinnipiac,1
1062,20172018,Quinnipiac,Loss,1,Away,Cornell,9
1063,20172018,Harvard,Loss,1,Home,Dartmouth,4
1063,20172018,Dartmouth,Win,4,Away,Harvard,1
1064,20172018,Union,Loss,3,Home,Princeton,5
1064,20172018,Princeton,Win,5,Away,Union,3
1065,20172018,Boston College,Win,1,Home,Merrimack,0
1065,20172018,Merrimack,Loss,0,Away,Boston College,1
1066,20172018,Boston University,Win,5,Home,Connecticut,4
1066,20172018,Connecticut,Loss,4,Away,Boston University,5
1067,20172018,Northeastern,Win,3,Home,Massachusetts,2
1067,20172018,Massachusetts,Loss,2,Away,Northeastern,3
1068,20172018,Providence,Win,4,Home,Maine,3
1068,20172018,Maine,Loss,3,Away,Providence,4
1069,20172018,Denver,Loss,0,Home,Colorado College,2
1069,20172018,Colorado College,Win,2,Away,Denver,0
1070,20172018,St. Cloud State,Win,5,Home,Miami,2
1070,20172018,Miami,Loss,2,Away,St. Cloud State,5
1071,20172018,Minnesota-Duluth,Win,5,Home,Western Michigan,0
1071,20172018,Western Michigan,Loss,0,Away,Minnesota-Duluth,5
1072,20172018,North Dakota,Win,4,Home,Nebraska-Omaha,0
1072,20172018,Nebraska-Omaha,Loss,0,Away,North Dakota,4
1073,20172018,Minnesota State,Win,2,Home,Michigan Tech,1
1073,20172018,Michigan Tech,Loss,1,Away,Minnesota State,2
1074,20172018,Northern Michigan,Win,6,Home,Bowling Green,1
1074,20172018,Bowling Green,Loss,1,Away,Northern Michigan,6
1075,20172018,Army,Win,1,Home,Air Force,0
1075,20172018,Air Force,Loss,0,Away,Army,1
1076,20172018,Canisius,Loss,1,Home,American International,2
1076,20172018,American International,Win,2,Away,Canisius,1
1077,20172018,Holy Cross,Loss,1,Home,Robert Morris,5
1077,20172018,Robert Morris,Win,5,Away,Holy Cross,1
1078,20172018,Mercyhurst,Win,3,Home,Sacred Heart,2
1078,20172018,Sacred Heart,Loss,2,Away,Mercyhurst,3
1079,20172018,Notre Dame,Win,3,Home,Penn State,2
1079,20172018,Penn State,Loss,2,Away,Notre Dame,3
1080,20172018,Ohio State,Win,3,Home,Michigan,2
1080,20172018,Michigan,Loss,2,Away,Ohio State,3
1081,20172018,Clarkson,Win,3,Home,Colgate,0
1081,20172018,Colgate,Loss,0,Away,Clarkson,3
1082,20172018,Cornell,Win,2,Home,Quinnipiac,0
1082,20172018,Quinnipiac,Loss,0,Away,Cornell,2
1083,20172018,Harvard,Win,7,Home,Dartmouth,1
1083,20172018,Dartmouth,Loss,1,Away,Harvard,7
1084,20172018,Union,Loss,2,Home,Princeton,3
1084,20172018,Princeton,Win,3,Away,Union,2
1085,20172018,Boston College,Win,4,Home,Merrimack,3
1085,20172018,Merrimack,Loss,3,Away,Boston College,4
1086,20172018,Boston University,Win,2,Home,Connecticut,1
1086,20172018,Connecticut,Loss,1,Away,Boston University,2
1087,20172018,Northeastern,Win,7,Home,Massachusetts,2
1087,20172018,Massachusetts,Loss,2,Away,Northeastern,7
1088,20172018,Providence,Win,3,Home,Maine,2
1088,20172018,Maine,Loss,2,Away,Providence,3
1089,20172018,Denver,Win,3,Home,Colorado College,2
1089,20172018,Colorado College,Loss,2,Away,Denver,3
1090,20172018,St. Cloud State,Loss,2,Home,Miami,3
1090,20172018,Miami,Win,3,Away,St. Cloud State,2
1091,20172018,Minnesota-Duluth,Win,2,Home,Western Michigan,0
1091,20172018,Western Michigan,Loss,0,Away,Minnesota-Duluth,2
1092,20172018,North Dakota,Win,4,Home,Nebraska-Omaha,3
1092,20172018,Nebraska-Omaha,Loss,3,Away,North Dakota,4
1093,20172018,Minnesota State,Loss,2,Home,Michigan Tech,4
1093,20172018,Michigan Tech,Win,4,Away,Minnesota State,2
1094,20172018,Northern Michigan,Loss,0,Home,Bowling Green,1
1094,20172018,Bowling Green,Win,1,Away,Northern Michigan,0
1095,20172018,Army,Loss,0,Home,Air Force,1
1095,20172018,Air Force,Win,1,Away,Army,0
1096,20172018,Canisius,Win,3,Home,American International,0
1096,20172018,American International,Loss,0,Away,Canisius,3
1097,20172018,Clarkson,Win,5,Home,Colgate,1
1097,20172018,Colgate,Loss,1,Away,Clarkson,5
1098,20172018,Harvard,Win,4,Home,Dartmouth,2
1098,20172018,Dartmouth,Loss,2,Away,Harvard,4
1099,20172018,Denver,Win,6,Home,Colorado College,1
1099,20172018,Colorado College,Loss,1,Away,Denver,6
1100,20172018,St. Cloud State,Win,4,Home,Miami,3
1100,20172018,Miami,Loss,3,Away,St. Cloud State,4
1101,20172018,Minnesota State,Loss,1,Home,Michigan Tech,2
1101,20172018,Michigan Tech,Win,2,Away,Minnesota State,1
1102,20172018,Northern Michigan,Win,3,Home,Bowling Green,2
1102,20172018,Bowling Green,Loss,2,Away,Northern Michigan,3
1103,20172018,Canisius,Loss,0,Neutral,Air Force,3
1103,20172018,Air Force,Win,3,Neutral,Canisius,0
1104,20172018,Mercyhurst,Loss,4,Neutral,Robert Morris,5
1104,20172018,Robert Morris,Win,5,Neutral,Mercyhurst,4
1105,20172018,Clarkson,Win,5,Neutral,Harvard,4
1105,20172018,Harvard,Loss,4,Neutral,Clarkson,5
1106,20172018,Cornell,Loss,1,Neutral,Princeton,4
1106,20172018,Princeton,Win,4,Neutral,Cornell,1
1107,20172018,Boston College,Loss,3,Neutral,Boston University,4
1107,20172018,Boston University,Win,4,Neutral,Boston College,3
1108,20172018,Northeastern,Loss,2,Neutral,Providence,3
1108,20172018,Providence,Win,3,Neutral,Northeastern,2
1109,20172018,Denver,Win,3,Neutral,Minnesota-Duluth,1
1109,20172018,Minnesota-Duluth,Loss,1,Neutral,Denver,3
1110,20172018,St. Cloud State,Win,3,Neutral,North Dakota,2
1110,20172018,North Dakota,Loss,2,Neutral,St. Cloud State,3
1111,20172018,Air Force,Win,5,Neutral,Robert Morris,1
1111,20172018,Robert Morris,Loss,1,Neutral,Air Force,5
1112,20172018,Notre Dame,Win,3,Home,Ohio State,2
1112,20172018,Ohio State,Loss,2,Away,Notre Dame,3
1113,20172018,Clarkson,Loss,1,Neutral,Princeton,2
1113,20172018,Princeton,Win,2,Neutral,Clarkson,1
1114,20172018,Providence,Loss,0,Neutral,Boston University,2
1114,20172018,Boston University,Win,2,Neutral,Providence,0
1115,20172018,St. Cloud State,Loss,1,Neutral,Denver,4
1115,20172018,Denver,Win,4,Neutral,St. Cloud State,1
1116,20172018,Minnesota-Duluth,Loss,1,Neutral,North Dakota,4
1116,20172018,North Dakota,Win,4,Neutral,Minnesota-Duluth,1
1117,20172018,Northern Michigan,Loss,0,Home,Michigan Tech,2
1117,20172018,Michigan Tech,Win,2,Away,Northern Michigan,0
1118,20172018,Notre Dame,Win,4,Neutral,Michigan Tech,3
1118,20172018,Michigan Tech,Loss,3,Neutral,Notre Dame,4
1119,20172018,Providence,Win,1,Neutral,Clarkson,0
1119,20172018,Clarkson,Loss,0,Neutral,Providence,1
1120,20172018,Minnesota State,Loss,2,Neutral,Minnesota-Duluth,3
1120,20172018,Minnesota-Duluth,Win,3,Neutral,Minnesota State,2
1121,20172018,St. Cloud State,Loss,1,Neutral,Air Force,4
1121,20172018,Air Force,Win,4,Neutral,St. Cloud State,1
1122,20172018,Notre Dame,Win,2,Neutral,Providence,1
1122,20172018,Providence,Loss,1,Neutral,Notre Dame,2
1123,20172018,Minnesota-Duluth,Win,2,Neutral,Air Force,1
1123,20172018,Air Force,Loss,1,Neutral,Minnesota-Duluth,2
1124,20172018,Denver,Win,5,Neutral,Penn State,1
1124,20172018,Penn State,Loss,1,Neutral,Denver,5
1125,20172018,Ohio State,Win,4,Neutral,Princeton,2
1125,20172018,Princeton,Loss,2,Neutral,Ohio State,4
1126,20172018,Cornell,Loss,1,Neutral,Boston University,3
1126,20172018,Boston University,Win,3,Neutral,Cornell,1
1127,20172018,Michigan,Win,3,Neutral,Northeastern,2
1127,20172018,Northeastern,Loss,2,Neutral,Michigan,3
1128,20172018,Ohio State,Win,5,Neutral,Denver,1
1128,20172018,Denver,Loss,1,Neutral,Ohio State,5
1129,20172018,Michigan,Win,6,Neutral,Boston University,3
1129,20172018,Boston University,Loss,3,Neutral,Michigan,6
1130,20172018,Notre Dame,Win,4,Neutral,Michigan,3
1130,20172018,Michigan,Loss,3,Neutral,Notre Dame,4
1131,20172018,Ohio State,Loss,1,Neutral,Minnesota-Duluth,2
1131,20172018,Minnesota-Duluth,Win,2,Neutral,Ohio State,1
1132,20172018,Notre Dame,Loss,1,Neutral,Minnesota-Duluth,2
1132,20172018,Minnesota-Duluth,Win,2,Neutral,Notre Dame,1
